country,date,total
Libya,2020-04-25,61
Libya,2020-04-26,61
Libya,2020-04-27,61
Libya,2020-04-28,61
Libya,2020-04-29,61
Libya,2020-04-03,11
Libya,2020-04-30,61
Libya,2020-04-04,18
Libya,2020-04-05,18
Libya,2020-04-06,19
Libya,2020-04-07,20
Libya,2020-04-08,21
Libya,2020-04-09,24
Libya,2020-05-01,63
Libya,2020-05-10,64
Libya,2020-05-11,64
Libya,2020-05-12,64
Libya,2020-05-13,64
Libya,2020-05-14,64
Libya,2020-05-15,64
Libya,2020-05-16,65
Libya,2020-05-17,65
Libya,2020-05-18,65
Libya,2020-05-19,68
Libya,2020-05-02,63
Libya,2020-05-20,69
Libya,2020-05-21,71
Libya,2020-05-22,72
Libya,2020-05-23,75
Libya,2020-05-24,75
Libya,2020-05-25,75
Libya,2020-05-26,77
Libya,2020-05-27,99
Libya,2020-05-28,105
Libya,2020-05-29,118
Libya,2020-05-03,63
Libya,2020-05-30,130
Libya,2020-05-31,156
Libya,2020-05-04,63
Libya,2020-05-05,63
Libya,2020-05-06,64
Libya,2020-05-07,64
Libya,2020-05-08,64
Libya,2020-05-09,64
Libya,2020-06-01,168
Libya,2020-06-10,378
Libya,2020-06-11,393
Libya,2020-06-12,409
Libya,2020-06-13,418
Libya,2020-06-14,454
Libya,2020-06-15,467
Libya,2020-06-16,484
Libya,2020-06-17,500
Libya,2020-06-18,510
Libya,2020-06-19,520
Libya,2020-06-02,182
Libya,2020-06-20,544
Libya,2020-06-21,571
Libya,2020-06-22,595
Libya,2020-06-23,639
Libya,2020-06-24,670
Libya,2020-06-25,698
Libya,2020-06-26,713
Libya,2020-06-27,727
Libya,2020-06-28,762
Libya,2020-06-29,802
Libya,2020-06-03,196
Libya,2020-06-30,824
Libya,2020-06-04,209
Libya,2020-06-05,239
Libya,2020-06-06,256
Libya,2020-06-07,256
Libya,2020-06-08,332
Libya,2020-06-09,359
Libya,2020-07-01,874
Libya,2020-07-02,891
Libya,2020-07-03,918
Libya,2020-07-04,989
Libya,2020-07-05,1046
Libya,2020-07-06,1117
Libya,2020-07-07,1182
Liechtenstein,2020-01-22,0
Liechtenstein,2020-01-23,0
Liechtenstein,2020-01-24,0
Liechtenstein,2020-01-25,0
Liechtenstein,2020-01-26,0
Liechtenstein,2020-01-27,0
Liechtenstein,2020-01-28,0
Liechtenstein,2020-01-29,0
Liechtenstein,2020-01-30,0
Liechtenstein,2020-01-31,0
Liechtenstein,2020-02-01,0
Liechtenstein,2020-02-10,0
Liechtenstein,2020-02-11,0
Liechtenstein,2020-02-12,0
Liechtenstein,2020-02-13,0
Liechtenstein,2020-02-14,0
Liechtenstein,2020-02-15,0
Liechtenstein,2020-02-16,0
Liechtenstein,2020-02-17,0
Liechtenstein,2020-02-18,0
Liechtenstein,2020-02-19,0
Liechtenstein,2020-02-02,0
Liechtenstein,2020-02-20,0
Liechtenstein,2020-02-21,0
Liechtenstein,2020-02-22,0
Liechtenstein,2020-02-23,0
Liechtenstein,2020-02-24,0
Liechtenstein,2020-02-25,0
Liechtenstein,2020-02-26,0
Liechtenstein,2020-02-27,0
Liechtenstein,2020-02-28,0
Liechtenstein,2020-02-29,0
Liechtenstein,2020-02-03,0
Liechtenstein,2020-02-04,0
Liechtenstein,2020-02-05,0
Liechtenstein,2020-02-06,0
Liechtenstein,2020-02-07,0
Liechtenstein,2020-02-08,0
Liechtenstein,2020-02-09,0
Liechtenstein,2020-03-01,0
Liechtenstein,2020-03-10,1
Liechtenstein,2020-03-11,1
Liechtenstein,2020-03-12,1
Liechtenstein,2020-03-13,1
Liechtenstein,2020-03-14,4
Liechtenstein,2020-03-15,4
Liechtenstein,2020-03-16,4
Liechtenstein,2020-03-17,7
Liechtenstein,2020-03-18,28
Liechtenstein,2020-03-19,28
Liechtenstein,2020-03-02,0
Liechtenstein,2020-03-20,28
Liechtenstein,2020-03-21,37
Liechtenstein,2020-03-22,37
Liechtenstein,2020-03-23,51
Liechtenstein,2020-03-24,51
Liechtenstein,2020-03-25,51
Liechtenstein,2020-03-26,56
Liechtenstein,2020-03-27,56
Liechtenstein,2020-03-28,56
Liechtenstein,2020-03-29,56
Liechtenstein,2020-03-03,0
Liechtenstein,2020-03-30,62
Liechtenstein,2020-03-31,68
Liechtenstein,2020-03-04,1
Liechtenstein,2020-03-05,1
Liechtenstein,2020-03-06,1
Liechtenstein,2020-03-07,1
Liechtenstein,2020-03-08,1
Liechtenstein,2020-03-09,1
Liechtenstein,2020-04-01,68
Liechtenstein,2020-04-10,79
Liechtenstein,2020-04-11,79
Liechtenstein,2020-04-12,79
Liechtenstein,2020-04-13,79
Liechtenstein,2020-04-14,79
Liechtenstein,2020-04-15,79
Liechtenstein,2020-04-16,79
Liechtenstein,2020-04-17,79
Liechtenstein,2020-04-18,79
Liechtenstein,2020-04-19,81
Liechtenstein,2020-04-02,75
Liechtenstein,2020-04-20,81
Liechtenstein,2020-04-21,81
Liechtenstein,2020-04-22,81
Liechtenstein,2020-04-23,81
Liechtenstein,2020-04-24,81
Liechtenstein,2020-04-25,81
Liechtenstein,2020-04-26,82
Liechtenstein,2020-04-27,82
Liechtenstein,2020-04-28,82
Liechtenstein,2020-04-29,82
Liechtenstein,2020-04-03,75
Liechtenstein,2020-04-30,82
Liechtenstein,2020-04-04,77
Liechtenstein,2020-04-05,77
Liechtenstein,2020-04-06,77
Liechtenstein,2020-04-07,78
Liechtenstein,2020-04-08,78
Liechtenstein,2020-04-09,78
Liechtenstein,2020-05-01,82
Liechtenstein,2020-05-10,82
Liechtenstein,2020-05-11,82
Liechtenstein,2020-05-12,82
Liechtenstein,2020-05-13,82
Liechtenstein,2020-05-14,82
Liechtenstein,2020-05-15,82
Liechtenstein,2020-05-16,82
Liechtenstein,2020-05-17,82
Liechtenstein,2020-05-18,82
Liechtenstein,2020-05-19,82
Liechtenstein,2020-05-02,82
Liechtenstein,2020-05-20,82
Liechtenstein,2020-05-21,82
Liechtenstein,2020-05-22,82
Liechtenstein,2020-05-23,82
Liechtenstein,2020-05-24,82
Liechtenstein,2020-05-25,82
Liechtenstein,2020-05-26,82
Liechtenstein,2020-05-27,82
Liechtenstein,2020-05-28,82
Liechtenstein,2020-05-29,82
Liechtenstein,2020-05-03,82
Liechtenstein,2020-05-30,82
Liechtenstein,2020-05-31,82
Liechtenstein,2020-05-04,82
Liechtenstein,2020-05-05,82
Liechtenstein,2020-05-06,82
Liechtenstein,2020-05-07,82
Liechtenstein,2020-05-08,82
Liechtenstein,2020-05-09,82
Liechtenstein,2020-06-01,82
Liechtenstein,2020-06-10,82
Liechtenstein,2020-06-11,82
Liechtenstein,2020-06-12,82
Liechtenstein,2020-06-13,82
Liechtenstein,2020-06-14,82
Liechtenstein,2020-06-15,82
Liechtenstein,2020-06-16,82
Liechtenstein,2020-06-17,82
Liechtenstein,2020-06-18,82
Liechtenstein,2020-06-19,82
Liechtenstein,2020-06-02,82
Liechtenstein,2020-06-20,82
Liechtenstein,2020-06-21,82
Liechtenstein,2020-06-22,83
Liechtenstein,2020-06-23,86
Liechtenstein,2020-06-24,82
Liechtenstein,2020-06-25,82
Liechtenstein,2020-06-26,82
Liechtenstein,2020-06-27,82
Liechtenstein,2020-06-28,82
Liechtenstein,2020-06-29,82
Liechtenstein,2020-06-03,82
Liechtenstein,2020-06-30,82
Liechtenstein,2020-06-04,82
Liechtenstein,2020-06-05,82
Liechtenstein,2020-06-06,82
Liechtenstein,2020-06-07,82
Liechtenstein,2020-06-08,82
Liechtenstein,2020-06-09,82
Liechtenstein,2020-07-01,82
Liechtenstein,2020-07-02,83
Liechtenstein,2020-07-03,83
Liechtenstein,2020-07-04,83
Liechtenstein,2020-07-05,83
Liechtenstein,2020-07-06,84
Liechtenstein,2020-07-07,84
Lithuania,2020-01-22,0
Lithuania,2020-01-23,0
Lithuania,2020-01-24,0
Lithuania,2020-01-25,0
Lithuania,2020-01-26,0
Lithuania,2020-01-27,0
Lithuania,2020-01-28,0
Lithuania,2020-01-29,0
Lithuania,2020-01-30,0
Lithuania,2020-01-31,0
Lithuania,2020-02-01,0
Lithuania,2020-02-10,0
Lithuania,2020-02-11,0
Lithuania,2020-02-12,0
Lithuania,2020-02-13,0
Lithuania,2020-02-14,0
Lithuania,2020-02-15,0
Lithuania,2020-02-16,0
Lithuania,2020-02-17,0
Lithuania,2020-02-18,0
Lithuania,2020-02-19,0
Lithuania,2020-02-02,0
Lithuania,2020-02-20,0
Lithuania,2020-02-21,0
Lithuania,2020-02-22,0
Lithuania,2020-02-23,0
Lithuania,2020-02-24,0
Lithuania,2020-02-25,0
Lithuania,2020-02-26,0
Lithuania,2020-02-27,0
Lithuania,2020-02-28,1
Lithuania,2020-02-29,1
Lithuania,2020-02-03,0
Lithuania,2020-02-04,0
Lithuania,2020-02-05,0
Lithuania,2020-02-06,0
Lithuania,2020-02-07,0
Lithuania,2020-02-08,0
Lithuania,2020-02-09,0
Lithuania,2020-03-01,1
Lithuania,2020-03-10,1
Lithuania,2020-03-11,3
Lithuania,2020-03-12,3
Lithuania,2020-03-13,6
Lithuania,2020-03-14,8
Lithuania,2020-03-15,12
Lithuania,2020-03-16,17
Lithuania,2020-03-17,25
Lithuania,2020-03-18,27
Lithuania,2020-03-19,36
Lithuania,2020-03-02,1
Lithuania,2020-03-20,49
Lithuania,2020-03-21,83
Lithuania,2020-03-22,143
Lithuania,2020-03-23,179
Lithuania,2020-03-24,209
Lithuania,2020-03-25,274
Lithuania,2020-03-26,299
Lithuania,2020-03-27,358
Lithuania,2020-03-28,394
Lithuania,2020-03-29,460
Lithuania,2020-03-03,1
Lithuania,2020-03-30,491
Lithuania,2020-03-31,537
Lithuania,2020-03-04,1
Lithuania,2020-03-05,1
Lithuania,2020-03-06,1
Lithuania,2020-03-07,1
Lithuania,2020-03-08,1
Lithuania,2020-03-09,1
Lithuania,2020-04-01,581
Lithuania,2020-04-10,999
Lithuania,2020-04-11,1026
Lithuania,2020-04-12,1053
Lithuania,2020-04-13,1062
Lithuania,2020-04-14,1070
Lithuania,2020-04-15,1091
Lithuania,2020-04-16,1128
Lithuania,2020-04-17,1149
Lithuania,2020-04-18,1239
Lithuania,2020-04-19,1298
Lithuania,2020-04-02,649
Lithuania,2020-04-20,1326
Lithuania,2020-04-21,1350
Lithuania,2020-04-22,1370
Lithuania,2020-04-23,1398
Lithuania,2020-04-24,1410
Lithuania,2020-04-25,1426
Lithuania,2020-04-26,1438
Lithuania,2020-04-27,1449
Lithuania,2020-04-28,1344
Lithuania,2020-04-29,1375
Lithuania,2020-04-03,696
Lithuania,2020-04-30,1385
Lithuania,2020-04-04,771
Lithuania,2020-04-05,811
Lithuania,2020-04-06,843
Lithuania,2020-04-07,880
Lithuania,2020-04-08,912
Lithuania,2020-04-09,955
Lithuania,2020-05-01,1399
Lithuania,2020-05-10,1479
Lithuania,2020-05-11,1485
Lithuania,2020-05-12,1491
Lithuania,2020-05-13,1505
Lithuania,2020-05-14,1511
Lithuania,2020-05-15,1523
Lithuania,2020-05-16,1534
Lithuania,2020-05-17,1541
Lithuania,2020-05-18,1547
Lithuania,2020-05-19,1562
Lithuania,2020-05-02,1406
Lithuania,2020-05-20,1577
Lithuania,2020-05-21,1593
Lithuania,2020-05-22,1604
Lithuania,2020-05-23,1616
Lithuania,2020-05-24,1623
Lithuania,2020-05-25,1635
Lithuania,2020-05-26,1639
Lithuania,2020-05-27,1647
Lithuania,2020-05-28,1656
Lithuania,2020-05-29,1662
Lithuania,2020-05-03,1410
Lithuania,2020-05-30,1670
Lithuania,2020-05-31,1675
Lithuania,2020-05-04,1419
Lithuania,2020-05-05,1423
Lithuania,2020-05-06,1428
Lithuania,2020-05-07,1433
Lithuania,2020-05-08,1436
Lithuania,2020-05-09,1444
Lithuania,2020-06-01,1678
Lithuania,2020-06-10,1733
Lithuania,2020-06-11,1752
Lithuania,2020-06-12,1756
Lithuania,2020-06-13,1763
Lithuania,2020-06-14,1768
Lithuania,2020-06-15,1773
Lithuania,2020-06-16,1776
Lithuania,2020-06-17,1778
Lithuania,2020-06-18,1784
Lithuania,2020-06-19,1792
Lithuania,2020-06-02,1682
Lithuania,2020-06-20,1795
Lithuania,2020-06-21,1798
Lithuania,2020-06-22,1801
Lithuania,2020-06-23,1803
Lithuania,2020-06-24,1804
Lithuania,2020-06-25,1806
Lithuania,2020-06-26,1808
Lithuania,2020-06-27,1813
Lithuania,2020-06-28,1815
Lithuania,2020-06-29,1816
Lithuania,2020-06-03,1684
Lithuania,2020-06-30,1817
Lithuania,2020-06-04,1687
Lithuania,2020-06-05,1694
Lithuania,2020-06-06,1705
Lithuania,2020-06-07,1714
Lithuania,2020-06-08,1720
Lithuania,2020-06-09,1727
Lithuania,2020-07-01,1818
Lithuania,2020-07-02,1825
Lithuania,2020-07-03,1828
Lithuania,2020-07-04,1831
Lithuania,2020-07-05,1836
Lithuania,2020-07-06,1841
Lithuania,2020-07-07,1844
Luxembourg,2020-01-22,0
Luxembourg,2020-01-23,0
Luxembourg,2020-01-24,0
Luxembourg,2020-01-25,0
Luxembourg,2020-01-26,0
Luxembourg,2020-01-27,0
Luxembourg,2020-01-28,0
Luxembourg,2020-01-29,0
Luxembourg,2020-01-30,0
Luxembourg,2020-01-31,0
Luxembourg,2020-02-01,0
Luxembourg,2020-02-10,0
Luxembourg,2020-02-11,0
Luxembourg,2020-02-12,0
Luxembourg,2020-02-13,0
Luxembourg,2020-02-14,0
Luxembourg,2020-02-15,0
Luxembourg,2020-02-16,0
Luxembourg,2020-02-17,0
Luxembourg,2020-02-18,0
Luxembourg,2020-02-19,0
Luxembourg,2020-02-02,0
Luxembourg,2020-02-20,0
Luxembourg,2020-02-21,0
Luxembourg,2020-02-22,0
Luxembourg,2020-02-23,0
Luxembourg,2020-02-24,0
Luxembourg,2020-02-25,0
Luxembourg,2020-02-26,0
Luxembourg,2020-02-27,0
Luxembourg,2020-02-28,0
Luxembourg,2020-02-29,1
Luxembourg,2020-02-03,0
Luxembourg,2020-02-04,0
Luxembourg,2020-02-05,0
Luxembourg,2020-02-06,0
Luxembourg,2020-02-07,0
Luxembourg,2020-02-08,0
Luxembourg,2020-02-09,0
Luxembourg,2020-03-01,1
Luxembourg,2020-03-10,5
Luxembourg,2020-03-11,7
Luxembourg,2020-03-12,19
Luxembourg,2020-03-13,34
Luxembourg,2020-03-14,51
Luxembourg,2020-03-15,59
Luxembourg,2020-03-16,77
Luxembourg,2020-03-17,140
Luxembourg,2020-03-18,203
Luxembourg,2020-03-19,335
Luxembourg,2020-03-02,1
Luxembourg,2020-03-20,484
Luxembourg,2020-03-21,670
Luxembourg,2020-03-22,798
Luxembourg,2020-03-23,875
Luxembourg,2020-03-24,1099
Luxembourg,2020-03-25,1333
Luxembourg,2020-03-26,1453
Luxembourg,2020-03-27,1605
Luxembourg,2020-03-28,1831
Luxembourg,2020-03-29,1950
Luxembourg,2020-03-03,1
Luxembourg,2020-03-30,1988
Luxembourg,2020-03-31,2178
Luxembourg,2020-03-04,1
Luxembourg,2020-03-05,1
Luxembourg,2020-03-06,2
Luxembourg,2020-03-07,2
Luxembourg,2020-03-08,3
Luxembourg,2020-03-09,3
Luxembourg,2020-04-01,2319
Luxembourg,2020-04-10,3223
Luxembourg,2020-04-11,3270
Luxembourg,2020-04-12,3281
Luxembourg,2020-04-13,3292
Luxembourg,2020-04-14,3307
Luxembourg,2020-04-15,3373
Luxembourg,2020-04-16,3444
Luxembourg,2020-04-17,3480
Luxembourg,2020-04-18,3537
Luxembourg,2020-04-19,3550
Luxembourg,2020-04-02,2487
Luxembourg,2020-04-20,3558
Luxembourg,2020-04-21,3618
Luxembourg,2020-04-22,3654
Luxembourg,2020-04-23,3665
Luxembourg,2020-04-24,3695
Luxembourg,2020-04-25,3711
Luxembourg,2020-04-26,3723
Luxembourg,2020-04-27,3729
Luxembourg,2020-04-28,3741
Luxembourg,2020-04-29,3769
Luxembourg,2020-04-03,2612
Luxembourg,2020-04-30,3784
Luxembourg,2020-04-04,2729
Luxembourg,2020-04-05,2804
Luxembourg,2020-04-06,2843
Luxembourg,2020-04-07,2970
Luxembourg,2020-04-08,3034
Luxembourg,2020-04-09,3115
Luxembourg,2020-05-01,3802
Luxembourg,2020-05-10,3886
Luxembourg,2020-05-11,3888
Luxembourg,2020-05-12,3894
Luxembourg,2020-05-13,3904
Luxembourg,2020-05-14,3915
Luxembourg,2020-05-15,3923
Luxembourg,2020-05-16,3930
Luxembourg,2020-05-17,3945
Luxembourg,2020-05-18,3947
Luxembourg,2020-05-19,3958
Luxembourg,2020-05-02,3812
Luxembourg,2020-05-20,3971
Luxembourg,2020-05-21,3980
Luxembourg,2020-05-22,3981
Luxembourg,2020-05-23,3990
Luxembourg,2020-05-24,3992
Luxembourg,2020-05-25,3993
Luxembourg,2020-05-26,3995
Luxembourg,2020-05-27,4001
Luxembourg,2020-05-28,4008
Luxembourg,2020-05-29,4012
Luxembourg,2020-05-03,3824
Luxembourg,2020-05-30,4016
Luxembourg,2020-05-31,4018
Luxembourg,2020-05-04,3828
Luxembourg,2020-05-05,3840
Luxembourg,2020-05-06,3851
Luxembourg,2020-05-07,3859
Luxembourg,2020-05-08,3871
Luxembourg,2020-05-09,3877
Luxembourg,2020-06-01,4019
Luxembourg,2020-06-10,4049
Luxembourg,2020-06-11,4052
Luxembourg,2020-06-12,4055
Luxembourg,2020-06-13,4063
Luxembourg,2020-06-14,4070
Luxembourg,2020-06-15,4072
Luxembourg,2020-06-16,4075
Luxembourg,2020-06-17,4085
Luxembourg,2020-06-18,4091
Luxembourg,2020-06-19,4099
Luxembourg,2020-06-02,4020
Luxembourg,2020-06-20,4105
Luxembourg,2020-06-21,4120
Luxembourg,2020-06-22,4121
Luxembourg,2020-06-23,4133
Luxembourg,2020-06-24,4140
Luxembourg,2020-06-25,4151
Luxembourg,2020-06-26,4173
Luxembourg,2020-06-27,4217
Luxembourg,2020-06-28,4242
Luxembourg,2020-06-29,4256
Luxembourg,2020-06-03,4024
Luxembourg,2020-06-30,4299
Luxembourg,2020-06-04,4027
Luxembourg,2020-06-05,4032
Luxembourg,2020-06-06,4035
Luxembourg,2020-06-07,4039
Luxembourg,2020-06-08,4040
Luxembourg,2020-06-09,4046
Luxembourg,2020-07-01,4345
Luxembourg,2020-07-02,4395
Luxembourg,2020-07-03,4447
Luxembourg,2020-07-04,4476
Luxembourg,2020-07-05,4522
Luxembourg,2020-07-06,4542
Luxembourg,2020-07-07,4603
MS Zaandam,2020-01-22,0
MS Zaandam,2020-01-23,0
MS Zaandam,2020-01-24,0
MS Zaandam,2020-01-25,0
MS Zaandam,2020-01-26,0
MS Zaandam,2020-01-27,0
MS Zaandam,2020-01-28,0
MS Zaandam,2020-01-29,0
MS Zaandam,2020-01-30,0
MS Zaandam,2020-01-31,0
MS Zaandam,2020-02-01,0
MS Zaandam,2020-02-10,0
MS Zaandam,2020-02-11,0
MS Zaandam,2020-02-12,0
MS Zaandam,2020-02-13,0
MS Zaandam,2020-02-14,0
MS Zaandam,2020-02-15,0
MS Zaandam,2020-02-16,0
MS Zaandam,2020-02-17,0
MS Zaandam,2020-02-18,0
MS Zaandam,2020-02-19,0
MS Zaandam,2020-02-02,0
MS Zaandam,2020-02-20,0
MS Zaandam,2020-02-21,0
MS Zaandam,2020-02-22,0
MS Zaandam,2020-02-23,0
MS Zaandam,2020-02-24,0
MS Zaandam,2020-02-25,0
MS Zaandam,2020-02-26,0
MS Zaandam,2020-02-27,0
MS Zaandam,2020-02-28,0
MS Zaandam,2020-02-29,0
MS Zaandam,2020-02-03,0
MS Zaandam,2020-02-04,0
MS Zaandam,2020-02-05,0
MS Zaandam,2020-02-06,0
MS Zaandam,2020-02-07,0
MS Zaandam,2020-02-08,0
MS Zaandam,2020-02-09,0
MS Zaandam,2020-03-01,0
MS Zaandam,2020-03-10,0
MS Zaandam,2020-03-11,0
MS Zaandam,2020-03-12,0
MS Zaandam,2020-03-13,0
MS Zaandam,2020-03-14,0
MS Zaandam,2020-03-15,0
MS Zaandam,2020-03-16,0
MS Zaandam,2020-03-17,0
MS Zaandam,2020-03-18,0
MS Zaandam,2020-03-19,0
MS Zaandam,2020-03-02,0
MS Zaandam,2020-03-20,0
MS Zaandam,2020-03-21,0
MS Zaandam,2020-03-22,0
MS Zaandam,2020-03-23,0
MS Zaandam,2020-03-24,0
MS Zaandam,2020-03-25,0
MS Zaandam,2020-03-26,0
MS Zaandam,2020-03-27,0
MS Zaandam,2020-03-28,2
MS Zaandam,2020-03-29,2
MS Zaandam,2020-03-03,0
MS Zaandam,2020-03-30,2
MS Zaandam,2020-03-31,2
MS Zaandam,2020-03-04,0
MS Zaandam,2020-03-05,0
MS Zaandam,2020-03-06,0
MS Zaandam,2020-03-07,0
MS Zaandam,2020-03-08,0
MS Zaandam,2020-03-09,0
MS Zaandam,2020-04-01,9
MS Zaandam,2020-04-10,9
MS Zaandam,2020-04-11,9
MS Zaandam,2020-04-12,9
MS Zaandam,2020-04-13,9
MS Zaandam,2020-04-14,9
MS Zaandam,2020-04-15,9
MS Zaandam,2020-04-16,9
MS Zaandam,2020-04-17,9
MS Zaandam,2020-04-18,9
MS Zaandam,2020-04-19,9
MS Zaandam,2020-04-02,9
MS Zaandam,2020-04-20,9
MS Zaandam,2020-04-21,9
MS Zaandam,2020-04-22,9
MS Zaandam,2020-04-23,9
MS Zaandam,2020-04-24,9
MS Zaandam,2020-04-25,9
MS Zaandam,2020-04-26,9
MS Zaandam,2020-04-27,9
MS Zaandam,2020-04-28,9
MS Zaandam,2020-04-29,9
MS Zaandam,2020-04-03,9
MS Zaandam,2020-04-30,9
MS Zaandam,2020-04-04,9
MS Zaandam,2020-04-05,9
MS Zaandam,2020-04-06,9
MS Zaandam,2020-04-07,9
MS Zaandam,2020-04-08,9
MS Zaandam,2020-04-09,9
MS Zaandam,2020-05-01,9
MS Zaandam,2020-05-10,9
MS Zaandam,2020-05-11,9
MS Zaandam,2020-05-12,9
MS Zaandam,2020-05-13,9
MS Zaandam,2020-05-14,9
MS Zaandam,2020-05-15,9
MS Zaandam,2020-05-16,9
MS Zaandam,2020-05-17,9
MS Zaandam,2020-05-18,9
MS Zaandam,2020-05-19,9
MS Zaandam,2020-05-02,9
MS Zaandam,2020-05-20,9
MS Zaandam,2020-05-21,9
MS Zaandam,2020-05-22,9
MS Zaandam,2020-05-23,9
MS Zaandam,2020-05-24,9
MS Zaandam,2020-05-25,9
MS Zaandam,2020-05-26,9
MS Zaandam,2020-05-27,9
MS Zaandam,2020-05-28,9
MS Zaandam,2020-05-29,9
MS Zaandam,2020-05-03,9
MS Zaandam,2020-05-30,9
MS Zaandam,2020-05-31,9
MS Zaandam,2020-05-04,9
MS Zaandam,2020-05-05,9
MS Zaandam,2020-05-06,9
MS Zaandam,2020-05-07,9
MS Zaandam,2020-05-08,9
MS Zaandam,2020-05-09,9
MS Zaandam,2020-06-01,9
MS Zaandam,2020-06-10,9
MS Zaandam,2020-06-11,9
MS Zaandam,2020-06-12,9
MS Zaandam,2020-06-13,9
MS Zaandam,2020-06-14,9
MS Zaandam,2020-06-15,9
MS Zaandam,2020-06-16,9
MS Zaandam,2020-06-17,9
MS Zaandam,2020-06-18,9
MS Zaandam,2020-06-19,9
MS Zaandam,2020-06-02,9
MS Zaandam,2020-06-20,9
MS Zaandam,2020-06-21,9
MS Zaandam,2020-06-22,9
MS Zaandam,2020-06-23,9
MS Zaandam,2020-06-24,9
MS Zaandam,2020-06-25,9
MS Zaandam,2020-06-26,9
MS Zaandam,2020-06-27,9
MS Zaandam,2020-06-28,9
MS Zaandam,2020-06-29,9
MS Zaandam,2020-06-03,9
MS Zaandam,2020-06-30,9
MS Zaandam,2020-06-04,9
MS Zaandam,2020-06-05,9
MS Zaandam,2020-06-06,9
MS Zaandam,2020-06-07,9
MS Zaandam,2020-06-08,9
MS Zaandam,2020-06-09,9
MS Zaandam,2020-07-01,9
MS Zaandam,2020-07-02,9
MS Zaandam,2020-07-03,9
MS Zaandam,2020-07-04,9
MS Zaandam,2020-07-05,9
MS Zaandam,2020-07-06,9
MS Zaandam,2020-07-07,9
Madagascar,2020-01-22,0
Madagascar,2020-01-23,0
Madagascar,2020-01-24,0
Madagascar,2020-01-25,0
Madagascar,2020-01-26,0
Madagascar,2020-01-27,0
Madagascar,2020-01-28,0
Madagascar,2020-01-29,0
Madagascar,2020-01-30,0
Madagascar,2020-01-31,0
Madagascar,2020-02-01,0
Madagascar,2020-02-10,0
Madagascar,2020-02-11,0
Madagascar,2020-02-12,0
Madagascar,2020-02-13,0
Madagascar,2020-02-14,0
Madagascar,2020-02-15,0
Madagascar,2020-02-16,0
Madagascar,2020-02-17,0
Madagascar,2020-02-18,0
Madagascar,2020-02-19,0
Madagascar,2020-02-02,0
Madagascar,2020-02-20,0
Madagascar,2020-02-21,0
Madagascar,2020-02-22,0
Madagascar,2020-02-23,0
Madagascar,2020-02-24,0
Madagascar,2020-02-25,0
Madagascar,2020-02-26,0
Madagascar,2020-02-27,0
Madagascar,2020-02-28,0
Madagascar,2020-02-29,0
Madagascar,2020-02-03,0
Madagascar,2020-02-04,0
Madagascar,2020-02-05,0
Madagascar,2020-02-06,0
Madagascar,2020-02-07,0
Madagascar,2020-02-08,0
Madagascar,2020-02-09,0
Madagascar,2020-03-01,0
Madagascar,2020-03-10,0
Madagascar,2020-03-11,0
Madagascar,2020-03-12,0
Madagascar,2020-03-13,0
Madagascar,2020-03-14,0
Madagascar,2020-03-15,0
Madagascar,2020-03-16,0
Madagascar,2020-03-17,0
Madagascar,2020-03-18,0
Madagascar,2020-03-19,0
Madagascar,2020-03-02,0
Madagascar,2020-03-20,3
Madagascar,2020-03-21,3
Madagascar,2020-03-22,3
Madagascar,2020-03-23,12
Madagascar,2020-03-24,17
Madagascar,2020-03-25,19
Madagascar,2020-03-26,23
Madagascar,2020-03-27,26
Madagascar,2020-03-28,26
Madagascar,2020-03-29,39
Madagascar,2020-03-03,0
Madagascar,2020-03-30,43
Madagascar,2020-03-31,57
Madagascar,2020-03-04,0
Madagascar,2020-03-05,0
Madagascar,2020-03-06,0
Madagascar,2020-03-07,0
Madagascar,2020-03-08,0
Madagascar,2020-03-09,0
Madagascar,2020-04-01,57
Madagascar,2020-04-10,93
Madagascar,2020-04-11,102
Madagascar,2020-04-12,106
Madagascar,2020-04-13,106
Madagascar,2020-04-14,108
Madagascar,2020-04-15,110
Madagascar,2020-04-16,111
Madagascar,2020-04-17,117
Madagascar,2020-04-18,120
Madagascar,2020-04-19,121
Madagascar,2020-04-02,59
Madagascar,2020-04-20,121
Madagascar,2020-04-21,121
Madagascar,2020-04-22,121
Madagascar,2020-04-23,121
Madagascar,2020-04-24,122
Madagascar,2020-04-25,123
Madagascar,2020-04-26,124
Madagascar,2020-04-27,128
Madagascar,2020-04-28,128
Madagascar,2020-04-29,128
Madagascar,2020-04-03,70
Madagascar,2020-04-30,128
Madagascar,2020-04-04,70
Madagascar,2020-04-05,72
Madagascar,2020-04-06,82
Madagascar,2020-04-07,88
Madagascar,2020-04-08,93
Madagascar,2020-04-09,93
Madagascar,2020-05-01,132
Madagascar,2020-05-10,193
Madagascar,2020-05-11,186
Madagascar,2020-05-12,186
Madagascar,2020-05-13,212
Madagascar,2020-05-14,230
Madagascar,2020-05-15,238
Madagascar,2020-05-16,283
Madagascar,2020-05-17,304
Madagascar,2020-05-18,322
Madagascar,2020-05-19,326
Madagascar,2020-05-02,135
Madagascar,2020-05-20,371
Madagascar,2020-05-21,405
Madagascar,2020-05-22,448
Madagascar,2020-05-23,488
Madagascar,2020-05-24,527
Madagascar,2020-05-25,542
Madagascar,2020-05-26,586
Madagascar,2020-05-27,612
Madagascar,2020-05-28,656
